"DataFlash Configuration Flag","Data Buffer Length"
8,7200
"Elapsed Time","FRONT","REAR","DIFF","TPS","RPM","Front Map","Rear Map"
4686.937,3.84,3.67,-0.09,16.8,5847,22.5,23.0
4687.037,2.13,4.52,-0.05,18.1,5811,22.9,23.2
4687.137,1.80,4.56,0.05,19.0,5800,23.5,23.2
4687.238,4.03,4.63,0.12,16.6,5789,23.9,23.2
4687.338,4.19,2.67,0.09,12.0,5769,22.8,22.3
4687.439,3.67,1.25,0.00,10.4,5798,21.6,21.6
4687.539,2.81,3.15,-0.06,9.6,5764,20.3,20.6
4687.639,1.19,3.84,0.01,9.9,5677,19.8,19.8
4687.739,4.30,3.26,0.09,9.7,5720,19.7,19.2
4687.840,3.30,1.61,0.03,8.9,5673,18.9,18.7
4687.940,2.25,3.46,-0.04,7.6,5636,17.9,18.2
4688.041,1.32,3.26,0.04,7.6,5653,17.7,17.5
4688.141,3.51,2.27,0.07,8.4,5590,17.6,17.2
4688.241,2.92,2.51,-0.04,9.7,5617,17.7,17.9
4688.341,1.43,3.98,0.02,10.7,5569,18.8,18.7
4688.442,4.25,2.74,0.07,12.6,5594,19.9,19.5
4688.542,3.18,4.17,-0.06,13.7,5578,20.5,20.8
4688.643,3.17,4.54,0.05,15.3,5545,21.6,21.3
4688.744,4.50,2.24,0.06,17.2,5547,22.3,22.0
4688.843,2.45,4.54,-0.03,18.8,5549,22.8,22.9
4688.944,4.60,4.64,0.08,20.3,5504,23.6,23.1
4689.043,4.55,2.26,0.01,21.4,5524,23.8,23.8
4689.144,1.86,4.56,0.00,21.8,5518,24.2,24.1
4689.245,4.59,4.13,0.09,22.2,5551,24.5,24.0
4689.345,4.54,4.46,-0.02,24.5,5594,24.4,24.5
4689.445,3.01,4.49,0.03,27.1,5576,24.9,24.7
4689.546,4.58,3.94,0.07,29.1,5590,25.2,24.8
4689.646,4.64,4.69,-0.02,29.9,5611,25.2,25.3
4689.746,3.28,4.54,0.04,26.8,5586,25.4,25.2
4689.847,4.57,3.94,0.07,26.4,5624,25.4,25.0
4689.947,4.30,4.47,-0.03,22.1,5675,24.8,25.0
4690.048,2.21,4.50,0.03,21.8,5666,24.8,24.6
4690.148,4.59,4.40,0.09,23.1,5622,24.8,24.3
4690.248,4.57,2.83,-0.01,23.8,5660,24.6,24.6
4690.349,2.14,4.56,-0.02,23.8,5626,24.7,24.8
4690.449,4.60,4.50,0.07,24.6,5651,25.0,24.6
4690.549,4.58,2.20,0.04,24.9,5686,24.8,24.6
4690.650,4.46,4.71,-0.04,25.7,5673,24.8,25.0
4690.750,2.15,4.56,0.01,25.6,5626,25.0,24.9
4690.850,4.61,4.70,0.08,26.5,5668,25.2,24.8
4690.951,4.63,2.26,0.02,27.6,5731,25.1,25.0
4691.052,4.77,4.55,-0.04,29.0,5742,25.1,25.3
4691.151,2.20,4.60,-0.01,29.9,5703,25.4,25.4
4691.252,4.63,4.65,0.06,30.7,5742,25.7,25.4
4691.353,4.62,4.76,0.05,32.6,5778,25.7,25.4
4691.452,4.63,2.27,0.00,31.0,5827,25.6,25.5
4691.553,4.59,4.04,-0.05,31.1,5816,25.5,25.8
4691.654,3.89,4.55,-0.05,31.5,5841,25.5,25.8
4691.754,2.27,4.61,0.00,31.0,5816,25.7,25.7
4691.854,3.60,4.56,0.06,30.9,5841,25.9,25.6
4691.955,4.59,4.64,0.07,30.9,5863,25.9,25.5
4692.055,4.64,4.60,0.06,31.0,5884,25.8,25.5
4692.155,4.62,4.64,0.03,32.4,5914,25.6,25.5
4692.255,4.57,2.96,0.01,31.1,5959,25.6,25.5
4692.356,4.61,2.75,0.00,31.9,5973,25.6,25.6
4692.456,4.61,2.67,-0.01,33.4,5995,25.6,25.7
4692.556,4.63,2.39,-0.02,33.7,6002,25.7,25.8
4692.657,4.58,2.56,-0.03,33.7,6009,25.8,25.9
4692.758,4.61,2.90,-0.02,34.0,6038,25.8,25.9
4692.857,4.61,2.72,-0.02,32.9,6055,25.8,25.9
4692.958,4.57,3.16,0.00,29.5,6065,25.7,25.7
4693.059,4.58,3.95,0.01,28.2,6053,25.4,25.4
4693.158,4.58,3.80,0.02,25.5,6065,25.1,25.0
4693.259,4.62,4.59,0.02,24.6,6058,24.9,24.7
4693.360,4.60,4.49,0.02,26.3,6063,24.9,24.7
4693.459,4.62,4.57,0.04,27.5,6067,25.0,24.8
4693.560,3.45,4.54,0.04,30.1,6048,25.2,25.0
4693.661,2.14,4.62,0.04,31.1,6060,25.5,25.2
4693.761,2.32,4.57,0.04,31.3,6090,25.6,25.4
4693.861,4.27,4.56,0.03,32.9,6165,25.6,25.4
4693.962,4.46,3.46,0.01,32.6,6170,25.6,25.6
4694.062,4.63,2.39,-0.01,33.3,6165,25.7,25.8
4694.163,4.58,3.96,-0.01,34.4,6188,25.8,25.8
4694.263,4.64,4.43,0.00,33.8,6155,25.8,25.8
4694.363,4.68,4.53,0.00,33.7,6157,25.8,25.8
4694.464,2.45,4.60,0.00,33.7,6185,25.8,25.8
4694.564,4.85,4.73,0.00,33.7,6226,25.8,25.8
4694.664,4.57,2.46,-0.01,34.1,6257,25.8,25.9
4694.765,4.57,4.60,0.00,35.5,6265,25.9,25.9
4694.865,4.73,4.64,0.00,34.4,6231,25.9,25.9
4694.965,2.31,4.60,0.00,34.3,6237,25.9,25.9
4695.066,4.76,4.60,0.00,34.4,6313,25.9,25.9
4695.166,4.59,3.01,0.01,34.5,6302,25.9,25.9
4695.266,4.63,4.39,0.01,34.5,6281,25.9,25.9
4695.367,2.27,4.58,-0.01,34.5,6299,25.8,25.9
4695.466,4.85,4.72,0.00,34.4,6342,25.9,25.9
4695.567,4.60,3.49,0.02,34.5,6353,25.9,25.8
4695.668,4.59,4.55,0.01,34.1,6334,25.9,25.9
4695.768,3.18,4.60,-0.01,34.0,6350,25.8,25.9
4695.868,4.65,2.40,0.03,33.8,6410,25.9,25.7
4695.969,4.58,4.66,0.01,33.8,6366,25.9,25.8
4696.069,2.63,4.58,-0.02,34.3,6358,25.8,25.9
4696.170,4.67,2.36,0.01,34.5,6423,25.8,25.8
4696.270,4.62,4.51,0.01,26.7,6393,25.9,25.8
4696.370,0.51,1.48,0.00,0.8,6382,21.8,21.8
4696.470,0.18,0.74,0.02,0.0,5694,14.4,14.3
4696.571,2.17,0.74,0.01,5.3,5122,11.8,11.8
4696.671,3.45,3.62,0.05,10.2,5524,14.8,14.5
4696.772,4.22,2.77,0.05,12.6,5738,17.5,17.2
4696.873,3.98,1.98,-0.06,14.5,5576,19.3,19.6
4696.972,1.79,4.54,-0.01,16.1,5559,21.1,21.1
4697.073,4.54,3.46,0.08,17.2,5584,22.3,21.9
4697.174,4.48,3.14,-0.03,19.9,5588,22.8,23.0
4697.273,2.86,4.52,0.02,22.6,5557,23.7,23.6
4697.374,4.57,3.31,0.07,26.8,5580,24.5,24.1
4697.475,4.56,4.65,-0.03,29.0,5580,24.7,24.9
4697.575,4.83,4.64,0.04,27.6,5557,25.2,25.0
4697.675,4.58,2.28,0.03,25.7,5586,25.2,25.0
4697.776,2.23,4.52,-0.03,18.1,5547,24.7,24.9
4697.875,4.51,3.67,0.09,15.2,5530,24.2,23.7
4697.976,3.80,2.45,-0.04,13.7,5533,22.9,23.1
4698.077,1.90,4.33,0.02,12.9,5520,22.5,22.4
4698.176,4.04,1.53,0.03,12.2,5512,22.0,21.8
4698.277,1.47,4.05,-0.03,10.3,5474,21.1,21.2
4698.378,3.89,2.61,0.06,10.0,5454,20.4,20.0
4698.478,2.17,4.01,-0.05,10.6,5452,19.4,19.7
4698.578,3.90,2.88,0.05,9.2,5421,19.3,19.0
4698.678,2.35,4.13,-0.06,8.9,5405,18.8,19.1
4698.879,2.14,3.78,-0.06,7.2,5372,17.9,18.3
4698.979,3.28,2.05,0.03,7.3,5341,17.5,17.4
4699.080,1.47,3.45,-0.04,7.4,5294,17.0,17.3
4699.180,3.11,1.55,0.03,7.4,5341,17.0,16.9
4699.280,1.35,3.24,0.01,7.3,5279,17.0,16.9
4699.381,2.76,1.42,-0.02,7.4,5283,16.9,17.1
4699.482,3.64,2.75,0.02,7.8,5241,17.2,17.1
4699.581,1.44,3.74,-0.05,8.5,5230,17.3,17.6
4699.682,3.27,1.12,0.00,8.5,5197,17.8,17.8
4699.783,3.72,3.25,0.02,8.7,5175,18.2,18.1
4699.882,1.49,3.81,-0.04,8.5,5188,18.1,18.3
4699.983,3.20,1.06,-0.01,8.4,5184,18.2,18.3
4700.084,3.83,2.90,0.02,8.7,5121,18.4,18.3
4700.184,1.13,3.70,-0.03,8.5,5121,18.3,18.4
4700.284,2.80,2.62,-0.04,8.5,5117,18.3,18.5
4700.385,3.54,1.85,0.00,9.2,5122,18.4,18.4
4700.485,4.03,3.21,0.00,8.7,5081,18.4,18.4
4700.585,1.18,3.77,-0.04,8.7,5077,18.3,18.6
4700.686,2.82,2.70,-0.05,8.7,5086,18.4,18.7
4700.786,3.38,1.19,-0.03,8.7,5076,18.4,18.6
4700.886,3.77,2.61,-0.02,8.8,5045,18.5,18.6
4700.987,2.19,3.63,-0.03,8.8,5010,18.6,18.7
4701.087,1.17,3.81,-0.03,8.7,5016,18.6,18.7
4701.188,2.38,4.03,-0.04,8.4,4990,18.5,18.7
4701.288,2.98,1.27,-0.03,7.7,4983,18.3,18.5
4701.388,3.22,1.27,-0.04,7.7,4970,18.0,18.2
4701.489,3.48,2.24,-0.03,7.6,4970,17.8,18.0
4701.590,3.83,2.94,-0.03,7.6,4937,17.7,17.9
4701.689,2.90,3.33,-0.02,7.7,4909,17.8,17.9
4701.790,1.18,3.56,-0.02,7.6,4906,17.8,17.9
4701.890,1.13,3.66,0.00,7.7,4897,18.0,18.0
4701.990,1.55,3.77,0.00,8.0,4854,18.0,18.0
4702.091,2.11,3.87,-0.01,8.8,4846,18.1,18.1
4702.191,2.34,4.01,-0.02,7.3,4860,18.1,18.2
4702.292,2.71,3.04,-0.04,8.0,4835,18.2,18.4
4702.392,2.94,2.23,-0.06,8.3,4832,18.2,18.6
4702.492,2.96,2.28,-0.08,8.3,4827,18.3,18.8
4702.593,3.07,1.88,-0.08,8.3,4827,18.4,18.9
4702.693,3.11,1.72,-0.09,8.4,4812,18.5,19.0
4702.793,2.99,2.32,-0.11,8.4,4807,18.5,19.2
4702.894,2.99,2.37,-0.11,8.5,4778,18.6,19.2
4702.994,2.94,2.63,-0.11,8.5,4763,18.6,19.2
4703.094,2.49,4.03,-0.10,8.3,4743,18.7,19.2
4703.195,2.31,4.08,-0.07,9.5,4754,18.7,19.1
4703.296,2.01,3.96,-0.04,8.9,4742,18.8,19.0
4703.395,1.37,3.88,0.01,8.4,4757,18.9,18.9
4703.496,1.16,3.85,0.05,8.3,4758,19.1,18.8
4703.597,1.47,3.80,0.07,8.5,4715,19.2,18.8
4703.696,3.34,3.59,0.09,8.8,4693,19.3,18.8
4703.797,3.97,3.14,0.06,8.8,4638,19.2,18.9
4703.897,3.84,2.57,0.00,8.7,4659,19.0,19.0
4703.997,3.64,1.60,-0.06,8.8,4664,18.8,19.1
4704.098,3.48,1.16,-0.10,8.9,4662,18.9,19.4
4704.199,3.18,2.20,-0.13,8.9,4665,19.0,19.7
4704.298,2.12,4.07,-0.10,9.6,4636,19.2,19.7
4704.399,1.26,4.02,0.00,9.2,4609,19.5,19.5
4704.500,2.14,3.90,0.07,9.2,4599,19.8,19.4
4704.600,4.07,3.15,0.08,9.2,4601,19.8,19.4
4704.700,3.84,2.09,0.00,9.6,4612,19.5,19.5
4704.801,3.57,1.20,-0.08,9.2,4622,19.4,19.9
4704.901,2.67,4.07,-0.12,9.3,4582,19.4,20.1
4705.001,1.37,4.07,-0.04,9.1,4575,19.7,19.9
4705.101,3.25,3.84,0.07,9.3,4549,20.0,19.6
4705.202,3.81,2.62,0.04,8.4,4560,19.7,19.5
4705.303,3.41,1.26,-0.05,7.8,4559,19.0,19.3
4705.403,2.65,3.29,-0.13,7.6,4560,18.5,19.2
4705.503,1.18,3.71,-0.04,7.6,4544,18.5,18.8
4705.604,3.18,3.38,0.06,7.4,4530,18.6,18.3
4705.703,3.46,1.88,0.01,7.4,4530,18.3,18.2
4705.804,3.02,1.61,-0.09,7.3,4513,18.0,18.5
4705.905,1.60,3.76,-0.08,7.6,4500,18.1,18.5
4706.004,3.29,3.43,0.06,7.6,4484,18.5,18.2
4706.105,3.60,2.02,0.01,8.4,4478,18.4,18.3
4706.206,3.13,1.90,-0.10,8.0,4460,18.3,18.9
4706.305,1.21,3.89,-0.04,8.3,4455,18.7,19.0
4706.406,4.05,3.33,0.06,8.5,4451,19.2,18.9
4706.507,3.66,1.36,-0.03,8.7,4431,19.1,19.3
4706.607,2.31,4.08,-0.10,9.5,4435,19.1,19.7
4706.707,2.41,3.86,0.05,8.7,4430,19.6,19.4
4706.808,3.85,2.30,0.04,9.7,4460,19.6,19.3
4706.908,3.06,2.91,-0.10,8.7,4443,19.3,19.9
4707.009,1.29,3.97,-0.01,8.8,4407,19.6,19.7
4707.109,3.97,2.83,0.06,8.9,4402,19.7,19.4
4707.209,3.34,1.81,-0.09,8.7,4422,19.3,19.8
4707.309,1.25,3.99,-0.04,8.7,4406,19.5,19.8
4707.410,4.02,3.09,0.06,8.8,4370,19.7,19.4
4707.510,3.39,1.51,-0.08,8.7,4396,19.3,19.7
4707.611,1.34,4.01,-0.05,8.5,4379,19.4,19.7
4707.712,4.02,3.15,0.06,8.7,4385,19.7,19.4
4707.811,3.38,1.56,-0.08,8.5,4413,19.3,19.7
4707.912,1.25,4.00,-0.04,8.7,4382,19.5,19.7
4708.012,3.97,2.91,0.06,8.8,4391,19.7,19.4
4708.112,3.24,2.29,-0.10,8.7,4384,19.3,19.9
4708.213,1.35,3.94,-0.01,8.5,4379,19.6,19.7
4708.313,3.81,2.11,0.03,8.9,4366,19.6,19.4
4708.413,2.67,3.91,-0.10,8.3,4363,19.3,19.8
4708.514,2.94,3.82,0.05,8.5,4322,19.7,19.4
4708.614,3.63,1.28,-0.01,8.5,4354,19.4,19.5
4708.714,1.63,4.02,-0.06,8.5,4316,19.4,19.7
4708.815,4.02,3.15,0.07,8.7,4309,19.7,19.3
4708.915,3.24,2.08,-0.08,8.3,4331,19.2,19.7
4709.015,1.55,3.81,0.00,7.7,4304,19.5,19.4
4709.116,3.51,1.72,0.01,7.3,4322,19.0,19.0
4709.216,1.58,3.75,-0.07,7.0,4279,18.6,19.0
4709.317,3.58,2.60,0.05,6.6,4288,18.5,18.2
4709.417,2.59,2.73,-0.09,5.4,4283,17.8,18.3
4709.517,3.63,2.56,0.03,4.3,4237,17.1,17.0
4709.618,2.47,1.27,-0.06,4.3,4234,16.1,16.4
4709.718,2.30,2.90,0.04,4.6,4173,16.2,16.0
4709.818,2.61,1.03,-0.02,4.6,4266,15.9,16.0
4709.919,1.33,3.04,0.03,4.9,4222,16.1,16.0
4710.020,2.87,1.01,0.01,5.3,4242,16.3,16.3
4710.119,1.81,3.24,0.04,5.4,4156,16.8,16.6
4710.220,2.91,1.02,-0.02,5.4,4172,16.8,16.9
4710.320,2.14,3.25,0.04,5.7,4155,17.2,17.0
4710.420,2.79,1.78,-0.04,5.7,4141,17.1,17.3
4710.521,3.74,2.95,0.04,5.7,4099,17.4,17.2
4710.622,2.44,3.42,-0.08,5.5,4124,17.1,17.5
4710.721,3.36,2.31,0.04,5.7,4092,17.4,17.2
4710.822,1.45,3.45,-0.05,5.5,4127,17.2,17.5
4710.923,3.18,1.38,0.03,5.5,4114,17.4,17.3
4711.022,2.03,3.37,0.03,5.8,4057,17.7,17.5
4711.123,2.84,1.96,-0.04,5.7,4058,17.4,17.7
4711.224,3.51,2.70,0.04,5.8,4049,17.7,17.5
4711.324,1.42,3.53,-0.05,5.7,4048,17.5,17.7
4711.424,3.15,1.18,0.03,5.8,4061,17.6,17.5
4711.524,3.49,3.21,0.04,5.7,4038,17.8,17.6
4711.625,2.28,3.80,-0.06,6.9,4024,17.5,17.9
4711.726,3.26,1.84,0.05,6.0,4036,17.7,17.4
4711.825,1.91,3.36,0.03,5.4,4016,17.7,17.6
4711.926,2.60,3.12,-0.04,5.5,4034,17.5,17.8
4712.026,3.33,2.04,0.05,6.8,4014,17.7,17.4
4712.126,1.84,3.43,0.03,5.7,3987,17.8,17.7
4712.227,2.59,3.20,-0.04,5.7,4011,17.7,17.9
4712.328,3.32,1.90,0.04,6.2,3993,17.8,17.6
4712.427,2.66,3.38,0.04,5.8,3981,18.0,17.8
4712.528,2.14,3.67,-0.03,6.4,3995,17.8,18.0
4712.629,3.25,1.27,0.04,5.7,3941,17.9,17.7
4712.728,3.66,2.94,0.05,5.8,3946,18.1,17.8
4712.829,1.34,3.59,-0.03,6.0,3952,17.8,18.0
4712.930,3.01,1.46,-0.01,5.8,3953,18.0,18.0
4713.029,3.42,2.07,0.03,6.6,3933,18.1,17.9
4713.130,2.26,3.49,0.03,6.0,3899,18.2,18.1
4713.231,2.08,3.66,-0.04,6.2,3933,18.0,18.2
4713.330,3.11,1.14,0.01,5.7,3920,18.1,18.0
4713.431,3.49,2.39,0.05,5.8,3874,18.2,17.9
4713.532,1.77,3.49,0.02,5.8,3890,18.1,18.0
4713.632,1.90,3.62,-0.03,5.8,3893,18.0,18.1
4713.732,3.08,1.16,0.02,5.8,3904,18.0,18.0
4713.833,3.46,2.23,0.04,6.9,3842,18.1,17.9
4713.933,3.44,3.36,0.04,5.8,3871,18.2,18.0
4714.034,1.29,3.60,-0.02,5.8,3853,18.1,18.1
4714.134,2.83,2.70,-0.02,5.7,3848,18.1,18.2
4714.234,3.25,1.18,0.02,5.8,3848,18.1,18.0
4714.335,3.58,2.63,0.04,6.0,3810,18.2,18.0
4714.436,1.91,3.52,0.02,5.5,3821,18.2,18.1
4714.535,1.38,3.64,-0.01,5.7,3817,18.1,18.2
4714.636,2.85,2.60,-0.01,5.8,3827,18.2,18.2
4714.735,3.21,1.08,0.02,5.8,3820,18.2,18.1
4714.836,3.48,2.30,0.03,7.3,3813,18.3,18.1
4714.937,3.59,3.34,0.03,6.0,3817,18.4,18.2
4715.036,1.31,3.58,0.01,5.8,3795,18.3,18.2
4715.137,2.00,3.67,-0.02,6.0,3793,18.2,18.3
4715.238,3.04,1.82,0.01,5.7,3824,18.3,18.2
4715.338,3.26,1.16,0.02,5.8,3825,18.3,18.2
4715.438,3.50,2.23,0.03,7.0,3770,18.4,18.2
4715.539,3.67,2.98,0.03,5.1,3747,18.3,18.1
4715.639,1.92,3.37,0.01,5.1,3743,17.9,17.9
4715.739,1.22,3.44,0.00,5.0,3734,17.7,17.7
4715.840,2.20,3.66,0.00,5.8,3720,17.6,17.6
4715.940,2.77,2.20,0.01,4.9,3758,17.5,17.4
4716.041,3.02,1.03,0.03,4.9,3729,17.5,17.3
4716.142,3.12,1.64,0.03,4.7,3741,17.5,17.3
4716.241,3.19,2.08,0.02,6.0,3720,17.3,17.2
4716.342,3.35,2.65,0.02,4.5,3719,17.2,17.1
4716.442,3.48,3.09,0.02,4.6,3683,17.2,17.1
4716.542,1.98,3.26,0.04,4.6,3679,17.2,17.0
4716.643,1.14,3.30,0.04,4.6,3686,17.3,17.0
4716.744,1.22,3.32,0.04,4.5,3668,17.3,17.0
4716.843,1.50,3.33,0.05,4.5,3674,17.3,17.0
4716.944,1.98,3.34,0.05,4.7,3680,17.3,17.0
4717.045,2.33,3.49,0.05,4.3,3717,17.2,16.9
4717.144,2.46,3.12,0.03,4.2,3654,17.1,16.9
4717.245,2.68,2.08,0.02,4.1,3630,17.0,16.9
4717.346,2.72,1.48,0.01,4.1,3653,16.9,16.9
4717.445,2.68,1.48,-0.01,4.1,3647,16.8,16.8
4717.546,2.72,1.28,-0.02,3.8,3615,16.7,16.8
4717.647,2.74,1.16,-0.02,3.8,3603,16.6,16.7
4717.746,2.70,1.32,-0.03,3.9,3611,16.6,16.8
4717.848,2.74,1.29,-0.03,3.9,3578,16.5,16.7
4717.947,2.68,1.66,-0.04,3.9,3604,16.6,16.8
4718.048,2.66,1.88,-0.04,3.9,3588,16.6,16.8
4718.148,2.58,2.42,-0.03,3.8,3573,16.6,16.8
4718.248,2.29,3.70,-0.01,3.4,3556,16.7,16.8
4718.349,2.07,3.38,0.02,4.6,3520,16.7,16.6
4718.450,1.87,3.23,0.05,3.9,3553,16.8,16.5
4718.549,1.24,3.23,0.09,3.9,3521,17.0,16.5
4718.650,1.11,3.24,0.12,3.8,3496,17.2,16.5
4718.751,1.42,3.23,0.14,3.8,3495,17.3,16.6
4718.850,3.77,3.08,0.14,4.1,3449,17.4,16.6
4718.951,3.30,2.69,0.09,3.9,3424,17.2,16.7
4719.052,3.16,2.26,0.04,3.9,3455,17.0,16.8
4719.151,3.04,1.60,0.00,3.9,3523,17.0,17.0
4719.252,2.96,1.05,-0.03,4.1,3483,17.0,17.2
4719.353,2.83,1.65,-0.07,3.9,3463,17.0,17.4
4719.453,2.24,3.67,-0.05,4.9,3461,17.1,17.3
4719.553,1.38,3.31,0.04,4.1,3439,17.3,17.1
4719.654,1.38,3.32,0.11,4.1,3415,17.6,17.0
4719.754,3.66,2.90,0.13,3.9,3405,17.6,16.9
4719.855,3.17,2.17,0.06,3.5,3428,17.4,17.1
4719.955,2.56,0.99,-0.01,2.6,3381,16.6,16.6
4720.055,2.03,3.13,-0.05,2.2,3342,15.7,16.0
4720.156,1.05,2.50,0.03,1.9,3370,15.1,14.9
4720.256,3.25,2.34,0.11,1.9,3247,14.8,14.2
4720.356,2.27,0.80,0.03,1.5,3137,14.3,14.2
4720.456,0.89,2.39,0.05,1.2,2991,14.3,14.0
4720.557,2.19,0.82,0.02,1.1,2829,14.0,13.8
4720.657,2.30,1.62,0.07,1.4,2626,14.0,13.7
4720.758,2.42,2.10,0.06,0.8,2459,14.2,13.9
4720.858,2.49,2.11,0.04,0.7,2308,14.5,14.2
4720.958,2.45,1.58,0.02,0.5,2253,14.8,14.7
4721.059,2.50,0.95,-0.04,0.5,2186,14.9,15.2
4721.158,1.78,2.46,-0.03,0.4,2075,15.0,15.2
4721.259,2.72,2.91,0.13,0.5,2046,15.7,15.0
4721.360,2.48,1.46,0.06,0.4,2008,15.5,15.1
4721.459,1.97,2.53,-0.03,0.5,1980,15.5,15.7
4721.560,3.26,2.59,0.13,0.5,1916,16.0,15.3
4721.661,2.74,1.21,-0.04,0.4,1896,15.7,15.9
4721.761,1.42,2.86,0.08,0.0,1876,16.2,15.7
4721.861,2.38,0.99,0.02,0.0,1766,15.5,15.4
4721.962,3.90,2.75,0.10,0.0,1629,15.6,15.1
4722.062,1.74,2.49,-0.05,0.0,1539,15.4,15.7
4722.163,2.53,1.06,0.04,0.0,1588,15.9,15.7
4722.263,2.49,2.39,0.09,0.0,1589,15.9,15.4
4722.363,1.29,2.49,-0.02,0.0,1558,15.6,15.7
4722.464,2.65,1.33,-0.02,0.0,1575,15.7,15.8
4722.564,2.32,2.19,0.09,0.0,1617,15.6,15.1
4722.664,1.22,2.36,-0.01,0.0,1646,15.3,15.4
4722.765,2.20,1.21,0.06,0.0,1744,15.2,14.9
4722.865,1.06,2.30,0.01,0.0,1823,14.8,14.8
4722.965,2.08,1.59,0.07,0.0,1873,14.6,14.2
4723.066,2.12,2.17,-0.04,0.0,2067,14.0,14.3
4723.167,0.90,2.06,0.04,0.0,2120,13.7,13.5
4723.266,1.16,2.07,0.10,0.0,2304,13.4,12.9
4723.367,1.17,1.93,0.08,0.0,2408,12.7,12.2
4723.468,0.64,1.73,0.04,0.0,2574,12.0,11.8
4723.567,1.28,2.31,0.02,0.0,2659,11.5,11.4
4723.668,1.54,0.69,0.07,0.0,2771,11.3,10.9
4723.769,2.04,1.66,0.08,0.0,2821,11.2,10.8
4723.869,1.31,2.48,-0.01,0.0,2913,10.7,10.7
4723.969,1.53,1.18,0.06,0.0,2923,10.7,10.4
4724.070,0.82,1.54,0.03,0.0,2896,10.6,10.4
4724.170,1.52,0.61,0.04,0.0,2879,10.7,10.5
4724.271,1.53,1.68,0.06,0.0,2864,10.8,10.5
4724.370,1.24,2.65,-0.01,0.1,2831,10.6,10.6
4724.471,1.53,0.98,0.06,0.0,2829,10.7,10.4
4724.572,0.93,1.71,0.06,0.0,2808,10.8,10.5
4724.671,1.35,2.58,-0.01,0.0,2775,10.7,10.7
4724.772,1.67,0.58,0.04,0.0,2568,10.9,10.6
4724.872,3.31,1.29,-0.01,3.5,2293,12.7,12.7
4724.973,2.27,0.84,-0.01,0.0,2568,15.2,15.3
4725.073,1.78,0.69,-0.01,0.0,2383,13.9,13.9
4725.174,1.81,3.36,-0.04,0.0,2040,13.1,13.3
4725.273,2.24,2.43,0.13,0.0,1970,13.6,12.9
4725.374,1.95,1.39,0.05,0.0,2057,13.3,13.0
4725.475,1.89,0.68,0.00,0.0,2241,13.0,13.0
4725.575,1.79,0.71,-0.02,0.0,2398,12.5,12.6
4725.675,1.66,0.89,0.03,0.0,2629,12.1,11.9
4725.776,1.24,1.74,0.06,0.0,2914,11.8,11.5
4725.876,1.71,0.62,0.01,0.1,2992,11.4,11.3
4725.976,2.03,2.13,0.08,0.7,2964,11.9,11.4
4726.077,2.12,1.11,0.00,0.9,2943,12.3,12.3
4726.177,3.03,2.27,0.08,1.8,2920,13.4,12.9
4726.277,2.17,3.48,-0.04,3.4,2923,13.9,14.1
4726.378,2.93,2.23,0.10,2.6,2905,15.1,14.5
4726.478,1.79,3.25,-0.01,3.2,3024,15.9,16.0
4726.579,3.34,2.19,0.10,3.8,2882,17.0,16.5
4726.679,1.41,3.70,0.01,4.2,2933,18.0,17.9
4726.779,3.48,1.28,0.05,4.3,2933,18.8,18.5
4726.880,1.96,3.84,0.07,4.3,2917,19.4,19.0
4726.980,3.42,1.50,-0.02,4.5,2933,19.3,19.5
4727.080,4.51,3.63,0.09,4.7,2919,19.8,19.3
4727.181,3.27,3.01,-0.09,4.6,2972,19.3,19.8
4727.281,3.80,3.30,0.09,4.9,2961,19.8,19.3
4727.381,2.69,4.03,-0.08,5.1,3007,19.4,19.9
4727.482,3.85,3.06,0.11,5.3,2962,20.0,19.4
4727.582,2.35,3.94,-0.06,5.5,2975,19.9,20.2
4727.682,3.86,2.85,0.11,6.8,2963,20.5,19.8
4727.783,2.50,3.93,-0.05,5.5,3030,20.2,20.5
4727.883,3.85,2.83,0.12,6.9,3012,20.6,20.0
4727.984,2.59,3.93,-0.06,5.5,3045,20.3,20.6
4728.084,3.91,3.23,0.12,5.5,3008,20.6,20.0
4728.184,2.96,4.38,-0.08,6.5,3055,20.2,20.6
4728.285,4.05,3.62,0.11,5.7,3030,20.6,20.0
4728.386,3.53,2.01,-0.07,5.5,3071,20.1,20.5
4728.485,3.09,3.99,0.07,5.3,3051,20.5,20.1
4728.586,3.58,1.30,-0.01,5.1,3067,20.1,20.1
4728.687,1.50,4.13,-0.01,6.8,3070,20.3,20.3
4728.786,4.22,2.87,0.10,8.5,3133,21.2,20.7
4728.887,3.31,4.26,-0.07,9.3,3157,21.6,22.0
4728.987,4.48,4.44,0.13,9.1,3136,22.6,21.8
4729.087,4.20,1.54,0.02,9.1,3179,22.3,22.2
4729.188,2.05,4.31,-0.03,9.1,3157,22.4,22.6
4729.288,4.46,4.25,0.15,9.6,3175,22.9,22.1
4729.388,4.24,1.55,0.01,9.7,3239,22.5,22.4
4729.489,2.58,4.32,-0.05,9.7,3267,22.5,22.8
4729.590,3.42,4.49,0.14,9.9,3252,23.1,22.3
4729.689,4.30,2.77,0.12,9.9,3305,22.8,22.1
4729.790,4.11,2.02,-0.04,9.7,3327,22.4,22.7
4729.891,2.37,4.32,-0.04,9.7,3307,22.4,22.6
4729.990,2.67,4.43,0.13,9.7,3334,22.9,22.1
